Scaffold,start,end,dir,feature,CGI_ID,type,ID,Description
scaffold279,201569,212148,-1,gene,CGI_10012629,transcript,EKC39216,Autophagy-related protein 16-1 
scaffold279,224675,251136,1,gene,CGI_10012630,transcript,EKC39217,"Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase 2A "
scaffold279,267939,272289,1,gene,CGI_10012631,transcript,EKC39218,Retinol dehydrogenase 11 
scaffold279,280191,283832,1,gene,CGI_10012632,transcript,EKC39219,Retinol dehydrogenase 11 
scaffold279,288868,299754,1,gene,CGI_10012633,transcript,EKC39220,
scaffold279,302214,303749,1,gene,CGI_10012634,transcript,EKC39221,
scaffold279,305422,311049,-1,gene,CGI_10012635,transcript,EKC39222,3-oxoacyl-
scaffold279,312977,313534,-1,gene,CGI_10012636,transcript,EKC39223,
scaffold279,317072,331323,-1,gene,CGI_10012637,transcript,EKC39224,DENN domain-containing protein 5A 
scaffold1360,682,10322,-1,gene,CGI_10022623,transcript,EKC27841,Serum paraoxonase/arylesterase 1 
scaffold1360,19050,50648,1,gene,CGI_10022624,transcript,EKC27842,ADAM 17-like protease 
scaffold1360,96226,104863,1,gene,CGI_10022625,transcript,EKC27843,Ceramide kinase 
scaffold1360,109404,117235,1,gene,CGI_10022626,transcript,EKC27844,Collectin-11 
scaffold1360,118759,122248,1,gene,CGI_10022627,transcript,EKC27845,Collectin-11 
scaffold1360,123074,124310,-1,gene,CGI_10022628,transcript,EKC27846,Seizure 6-like protein 2 
scaffold1360,125233,126277,-1,gene,CGI_10022629,transcript,EKC27847,
scaffold1360,132935,137416,-1,gene,CGI_10022630,transcript,EKC27848,
scaffold1360,139832,143951,-1,gene,CGI_10022631,transcript,EKC27849,
scaffold1360,147527,148473,-1,gene,CGI_10022632,transcript,EKC27850,Collagen alpha-2(VIII) chain 
scaffold1360,151005,156149,-1,gene,CGI_10022633,transcript,EKC27851,Complement C1q subcomponent subunit A 
scaffold1360,160922,172811,-1,gene,CGI_10022634,transcript,EKC27852,Caprin-2 
scaffold1360,174097,180132,-1,gene,CGI_10022635,transcript,EKC27853,
scaffold1360,180938,210281,1,gene,CGI_10022636,transcript,EKC27854,
scaffold1360,234823,239830,1,gene,CGI_10022638,transcript,EKC27855,"Putative dolichyl-P-Man\x3aMan(7)GlcNAc(2)-PP-dolichyl-alpha-1, 6-mannosyltransferase "
scaffold1360,248213,249349,1,gene,CGI_10022639,transcript,EKC27856,Tripartite motif-containing protein 2 
scaffold1360,253519,262518,-1,gene,CGI_10022641,transcript,EKC27857,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 "
scaffold1360,265870,278934,1,gene,CGI_10022642,transcript,EKC27858,"Alpha-aminoadipic semialdehyde synthase, mitochondrial "
scaffold1360,284342,300596,1,gene,CGI_10022643,transcript,EKC27859,"Alpha-aminoadipic semialdehyde synthase, mitochondrial "
scaffold1360,300601,302301,1,gene,CGI_10022644,transcript,EKC27860,
scaffold1360,303040,307935,-1,gene,CGI_10022645,transcript,EKC27861,
scaffold1360,310100,329385,-1,gene,CGI_10022646,transcript,EKC27862,Protocadherin Fat 4 
scaffold1360,332252,333400,-1,gene,CGI_10022647,transcript,EKC27863,Serpin B8 
scaffold1360,336449,337597,-1,gene,CGI_10022648,transcript,EKC27864,Serpin B8 
scaffold1360,345459,349792,1,gene,CGI_10022649,transcript,EKC27865,
scaffold1360,349990,350688,1,gene,CGI_10022650,transcript,EKC27866,Tripartite motif-containing protein 3 
scaffold1360,354811,367582,-1,gene,CGI_10022651,transcript,EKC27867,Thioredoxin reductase 3 
scaffold1360,377011,383564,1,gene,CGI_10022652,transcript,EKC27868,
scaffold1360,384068,385225,1,gene,CGI_10022653,transcript,EKC27869,Tripartite motif-containing protein 2 
scaffold1360,432862,441455,1,gene,CGI_10022654,transcript,EKC27870,Multiple epidermal growth factor-like domains 6 
scaffold1360,441863,455531,1,gene,CGI_10022655,transcript,EKC27871,Multiple epidermal growth factor-like domains 10 
scaffold1360,456106,459750,-1,gene,CGI_10022656,transcript,EKC27872,Receptor-type tyrosine-protein phosphatase T 
scaffold1360,514265,543442,-1,gene,CGI_10022657,transcript,EKC27873,
scaffold1360,545643,546146,-1,gene,CGI_10022658,transcript,EKC27874,
scaffold1360,550744,569328,1,gene,CGI_10022659,transcript,EKC27875,
scaffold1360,570971,571312,-1,gene,CGI_10022660,transcript,EKC27876,
scaffold1360,605985,606185,1,gene,CGI_10022661,transcript,EKC27877,Heme-binding protein 1 
scaffold1360,610268,611503,1,gene,CGI_10022662,transcript,EKC27878,Tripartite motif-containing protein 2 
scaffold1360,615048,617593,-1,gene,CGI_10022663,transcript,EKC27879,
scaffold1360,630272,630790,-1,gene,CGI_10022664,transcript,EKC27880,"Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1 "
scaffold1360,635551,638516,-1,gene,CGI_10022665,transcript,EKC27881,
scaffold1360,648258,649619,-1,gene,CGI_10022666,transcript,EKC27882,"Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1 "
scaffold1360,691030,719045,-1,gene,CGI_10022667,transcript,EKC27883,
scaffold1360,720788,721491,1,gene,CGI_10022668,transcript,EKC27884,Protein NEF1 
scaffold1360,727481,729725,1,gene,CGI_10022669,transcript,EKC27885,
scaffold1360,732870,739512,1,gene,CGI_10022670,transcript,EKC27886,
scaffold1360,744929,745767,1,gene,CGI_10022671,transcript,EKC27887,
scaffold1360,764388,769167,1,gene,CGI_10022672,transcript,EKC27888,Phthiotriol/phenolphthiotriol dimycocerosates methyltransferase 1 
scaffold1360,777367,777905,-1,gene,CGI_10022673,transcript,EKC27889,Glutamine synthetase 
scaffold1360,777977,781467,-1,gene,CGI_10022674,transcript,EKC27890,Glutamine synthetase 
scaffold34244,868,1056,1,gene,CGI_10001252,transcript,EKC22896,
scaffold34244,1952,16952,-1,gene,CGI_10001253,transcript,EKC22897,Brefeldin A-inhibited guanine nucleotide-exchange protein 3 
scaffold35014,2348,5941,1,gene,CGI_10001387,transcript,EKC22836,
scaffold35014,5947,8043,1,gene,CGI_10001388,transcript,EKC22837,
scaffold35014,9316,21495,1,gene,CGI_10001389,transcript,EKC22838,
scaffold38944,611,5429,1,gene,CGI_10003067,transcript,EKC21923,
scaffold38944,8560,9204,-1,gene,CGI_10003068,transcript,EKC21924,
scaffold38944,11067,20506,-1,gene,CGI_10003069,transcript,EKC21925,
scaffold38944,22468,23617,1,gene,CGI_10003070,transcript,EKC21926,
scaffold38944,24963,30774,-1,gene,CGI_10003071,transcript,EKC21927,
scaffold38944,32748,37073,1,gene,CGI_10003072,transcript,EKC21928,60S ribosomal protein L37a 
scaffold38944,42660,44744,1,gene,CGI_10003073,transcript,EKC21929,
scaffold38944,48244,48795,-1,gene,CGI_10003074,transcript,EKC21930,
scaffold38944,49812,53421,-1,gene,CGI_10003075,transcript,EKC21931,
scaffold40606,7541,35661,1,gene,CGI_10004278,transcript,EKC21245,WD repeat-containing protein 48 
scaffold40606,38314,38649,1,gene,CGI_10004279,transcript,EKC21246,
scaffold40606,45215,54197,-1,gene,CGI_10004280,transcript,EKC21247,Tenascin 
scaffold40606,54689,59760,1,gene,CGI_10004281,transcript,EKC21248,
scaffold40606,71332,80121,-1,gene,CGI_10004282,transcript,EKC21249,Angiopoietin-4 
scaffold40606,82526,88004,-1,gene,CGI_10004283,transcript,EKC21250,Tenascin-R 
scaffold620,1925,3135,1,gene,CGI_10000261,transcript,EKC34389,Neuronal acetylcholine receptor subunit alpha-10 
scaffold39712,174,6007,-1,gene,CGI_10003593,transcript,EKC21667,Calpain-9 
scaffold39712,30707,40895,-1,gene,CGI_10003594,transcript,EKC21668,Calpain-9 
scaffold39712,41161,47094,-1,gene,CGI_10003595,transcript,EKC21669,
scaffold1404,13965,14609,-1,gene,CGI_10008822,transcript,EKC27516,
scaffold1404,18159,18698,1,gene,CGI_10008823,transcript,EKC27517,
scaffold1404,38283,51126,1,gene,CGI_10008824,transcript,EKC27518,Nucleolar protein 16 
scaffold1404,52291,68988,-1,gene,CGI_10008825,transcript,EKC27519,
scaffold1404,81566,88959,1,gene,CGI_10008827,transcript,EKC27520,
scaffold1404,90990,97777,-1,gene,CGI_10008828,transcript,EKC27521,Calpain-5 
scaffold1404,99875,105523,1,gene,CGI_10008829,transcript,EKC27522,
scaffold1404,111746,123746,-1,gene,CGI_10008830,transcript,EKC27523,Ubiquitin carboxyl-terminal hydrolase 4 
scaffold1404,141540,147626,1,gene,CGI_10008831,transcript,EKC27524,
scaffold1404,175787,202626,1,gene,CGI_10008832,transcript,EKC27525,
scaffold1496,2460,12060,-1,gene,CGI_10000974,transcript,EKC27036,Mast/stem cell growth factor receptor-related protein 
scaffold42030,13387,15078,1,gene,CGI_10006041,transcript,EKC20459,
scaffold42030,27108,31368,1,gene,CGI_10006042,transcript,EKC20460,Enhancer of yellow 2 transcription factor-like protein 
scaffold42030,32335,40645,1,gene,CGI_10006043,transcript,EKC20461,
scaffold42030,41814,43375,1,gene,CGI_10006044,transcript,EKC20462,
scaffold42030,54164,60596,1,gene,CGI_10006045,transcript,EKC20463,Ubiquitin-conjugating enzyme E2 C 
scaffold42030,73599,103190,1,gene,CGI_10006046,transcript,EKC20464,Protein IMPACT-B 
scaffold42030,134355,140815,1,gene,CGI_10006047,transcript,EKC20465,
scaffold37520,28214,37375,-1,gene,CGI_10002389,transcript,EKC22371,Complement C1q tumor necrosis factor-related protein 3 
scaffold41522,376,10298,1,gene,CGI_10005131,transcript,EKC20866,Baculoviral IAP repeat-containing protein 3 
scaffold41522,11479,33348,-1,gene,CGI_10005133,transcript,EKC20867,Interferon regulatory factor 2 
scaffold41522,39483,40730,-1,gene,CGI_10005134,transcript,EKC20868,Neuronal acetylcholine receptor subunit alpha-6 
scaffold41522,44800,58091,-1,gene,CGI_10005135,transcript,EKC20869,Complement C1q-like protein 4 
scaffold41522,89541,119946,1,gene,CGI_10005136,transcript,EKC20870,Protogenin B 
C34876,498,973,1,gene,CGI_10001372,transcript,EKC17259,
scaffold31638,407,8631,-1,gene,CGI_10000773,transcript,EKC23045,
scaffold1195,19756,24203,-1,gene,CGI_10012091,transcript,EKC29385,Malate dehydrogenase 
scaffold1195,27502,39400,1,gene,CGI_10012092,transcript,EKC29386,
scaffold1195,44741,47215,-1,gene,CGI_10012093,transcript,EKC29387,RIB43A-like with coiled-coils protein 2 
scaffold1195,50183,65282,1,gene,CGI_10012094,transcript,EKC29388,Structural maintenance of chromosomes protein 
scaffold1195,66056,72406,-1,gene,CGI_10012095,transcript,EKC29389,IQ and ubiquitin-like domain-containing protein 
scaffold1195,72745,108116,1,gene,CGI_10012096,transcript,EKC29390,"Dynein heavy chain 7, axonemal "
scaffold1195,119927,120157,-1,gene,CGI_10012097,transcript,EKC29391,
scaffold1195,126439,143585,1,gene,CGI_10012098,transcript,EKC29392,Calcium/calmodulin-dependent protein kinase type 1 
scaffold1195,149051,158317,-1,gene,CGI_10012099,transcript,EKC29393,Retinol dehydrogenase 2 
scaffold1195,254315,280701,-1,gene,CGI_10012100,transcript,EKC29394,
scaffold1195,290174,296026,-1,gene,CGI_10012102,transcript,EKC29395,IMPACT-like protein 
scaffold865,5994,19730,-1,gene,CGI_10002639,transcript,EKC32282,Multiple epidermal growth factor-like domains 10 
C27712,1772,3977,1,gene,CGI_10000379,transcript,EKC17666,
scaffold833,31310,35359,1,gene,CGI_10016728,transcript,EKC32455,
scaffold833,51523,63341,1,gene,CGI_10016729,transcript,EKC32456,
scaffold833,85520,87163,1,gene,CGI_10016730,transcript,EKC32457,Tripartite motif-containing protein 2 
scaffold833,107095,111665,-1,gene,CGI_10016731,transcript,EKC32458,MON2-like protein 
scaffold833,120706,121428,1,gene,CGI_10016732,transcript,EKC32459,Thyrotroph embryonic factor 
scaffold833,127588,138189,-1,gene,CGI_10016733,transcript,EKC32460,MON2-like protein 
scaffold833,189546,194107,1,gene,CGI_10016734,transcript,EKC32461,FMRFamide receptor 
scaffold833,194410,200529,1,gene,CGI_10016735,transcript,EKC32462,Regulator of nonsense transcripts 2 
scaffold833,207865,230249,-1,gene,CGI_10016736,transcript,EKC32463,MON2-like protein 
scaffold833,240516,240821,1,gene,CGI_10016737,transcript,EKC32464,
scaffold833,240894,243765,1,gene,CGI_10016738,transcript,EKC32465,
scaffold833,275853,277505,1,gene,CGI_10016739,transcript,EKC32466,Tripartite motif-containing protein 45 
scaffold833,279495,281006,1,gene,CGI_10016740,transcript,EKC32467,
scaffold833,282507,288221,-1,gene,CGI_10016741,transcript,EKC32468,"40S ribosomal protein S4, X isoform "
scaffold833,289167,302231,1,gene,CGI_10016742,transcript,EKC32469,Metal regulatory transcription factor 1 
scaffold833,303933,309010,1,gene,CGI_10016743,transcript,EKC32470,
scaffold833,336322,390734,1,gene,CGI_10016744,transcript,EKC32471,
scaffold833,463710,469468,-1,gene,CGI_10016746,transcript,EKC32472,
C28258,493,750,-1,gene,CGI_10000412,transcript,EKC17643,
C28258,778,1749,-1,gene,CGI_10000413,transcript,EKC17644,
C28258,3417,4139,1,gene,CGI_10000414,transcript,EKC17645,
C26078,2046,3649,-1,gene,CGI_10000283,transcript,EKC17737,Bactericidal permeability increasing protein 
scaffold1259,7185,21560,-1,gene,CGI_10005496,transcript,EKC28711,
scaffold1259,22957,28860,-1,gene,CGI_10005497,transcript,EKC28712,
scaffold1259,59917,63058,1,gene,CGI_10005498,transcript,EKC28713,
scaffold32102,1080,2756,-1,gene,CGI_10000839,transcript,EKC23029,Tripartite motif-containing protein 45 
C21064,26,1087,1,gene,CGI_10000043,transcript,EKC17921,
C32318,2480,10983,1,gene,CGI_10000883,transcript,EKC17415,
scaffold1769,18583,21931,1,gene,CGI_10009232,transcript,EKC24715,Angiopoietin-4 
scaffold1769,30296,52368,1,gene,CGI_10009233,transcript,EKC24716,Protein shifted 
scaffold1769,63852,69111,-1,gene,CGI_10009234,transcript,EKC24717,
scaffold1769,71036,76634,-1,gene,CGI_10009235,transcript,EKC24718,Transmembrane BAX inhibitor motif-containing protein 4 
scaffold1769,78656,81902,-1,gene,CGI_10009236,transcript,EKC24719,Transmembrane BAX inhibitor motif-containing protein 4 
scaffold1769,91038,92183,1,gene,CGI_10009237,transcript,EKC24720,Tripartite motif-containing protein 2 
scaffold1769,102392,103552,1,gene,CGI_10009238,transcript,EKC24721,Tripartite motif-containing protein 2 
scaffold1769,107929,125472,1,gene,CGI_10009239,transcript,EKC24722,
scaffold1769,128624,136583,-1,gene,CGI_10009240,transcript,EKC24723,
scaffold1769,137555,138587,-1,gene,CGI_10009241,transcript,EKC24724,
scaffold1769,144291,189811,-1,gene,CGI_10009242,transcript,EKC24725,Angiopoietin-4 
scaffold1769,194019,207786,1,gene,CGI_10009243,transcript,EKC24726,
scaffold1769,210491,214807,-1,gene,CGI_10009244,transcript,EKC24727,
scaffold1769,218504,219835,-1,gene,CGI_10009245,transcript,EKC24728,Brain tumor protein 
scaffold1769,225026,226102,-1,gene,CGI_10009246,transcript,EKC24729,
C29642,55,6813,1,gene,CGI_10000552,transcript,EKC17570,COP9 signalosome complex subunit 7b 
scaffold40178,31150,50250,-1,gene,CGI_10003915,transcript,EKC21433,
scaffold40178,83693,86442,-1,gene,CGI_10003916,transcript,EKC21434,
C34458,10490,10678,-1,gene,CGI_10001298,transcript,EKC17281,
C34458,14807,18453,-1,gene,CGI_10001299,transcript,EKC17282,
scaffold604,6227,39101,-1,gene,CGI_10005590,transcript,EKC34609,Cytochrome P450 1A1 
scaffold604,42759,53290,1,gene,CGI_10005591,transcript,EKC34610,Sodium/potassium-transporting ATPase subunit alpha 
scaffold604,57111,64300,-1,gene,CGI_10005592,transcript,EKC34611,
scaffold604,73201,75158,1,gene,CGI_10005593,transcript,EKC34612,Tetraspanin-9 
scaffold604,77775,93282,-1,gene,CGI_10005594,transcript,EKC34613,
scaffold604,127555,128305,1,gene,CGI_10005595,transcript,EKC34614,
scaffold77,1818,6653,1,gene,CGI_10027963,transcript,EKC42169,
scaffold77,26678,42813,1,gene,CGI_10027964,transcript,EKC42170,
scaffold77,56264,88313,1,gene,CGI_10027965,transcript,EKC42171,Receptor-type tyrosine-protein phosphatase kappa 
scaffold77,92627,103108,-1,gene,CGI_10027966,transcript,EKC42172,HMG domain-containing protein 4 
scaffold77,103539,112727,1,gene,CGI_10027967,transcript,EKC42173,Phospholipase A-2-activating protein 
scaffold77,118823,124260,-1,gene,CGI_10027968,transcript,EKC42174,
scaffold77,148866,159237,1,gene,CGI_10027969,transcript,EKC42175,Grainyhead-like protein 2-like protein 
scaffold77,166912,189780,1,gene,CGI_10027970,transcript,EKC42176,Jouberin 
scaffold77,207642,214507,1,gene,CGI_10027971,transcript,EKC42177,
scaffold77,214721,218666,-1,gene,CGI_10027972,transcript,EKC42178,Ribosome production factor 1 
scaffold77,219248,222903,1,gene,CGI_10027973,transcript,EKC42179,Target of EGR1 protein 1 
scaffold77,241730,244903,1,gene,CGI_10027974,transcript,EKC42180,Target of EGR1 protein 1 
scaffold77,250341,259296,-1,gene,CGI_10027975,transcript,EKC42181,Midnolin 
scaffold77,283512,287244,-1,gene,CGI_10027976,transcript,EKC42182,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial "
scaffold77,319122,330860,1,gene,CGI_10027977,transcript,EKC42183,
scaffold77,336361,342343,1,gene,CGI_10027978,transcript,EKC42184,Major facilitator superfamily domain-containing protein 1 
scaffold77,362224,378052,-1,gene,CGI_10027979,transcript,EKC42185,TNF receptor-associated factor 6 
scaffold77,467143,467893,1,gene,CGI_10027981,transcript,EKC42186,
scaffold77,502329,505275,1,gene,CGI_10027982,transcript,EKC42187,Tripartite motif-containing protein 56 
scaffold77,532978,543391,-1,gene,CGI_10027983,transcript,EKC42188,Cullin-1 
scaffold77,550497,553488,1,gene,CGI_10027984,transcript,EKC42189,Caprin-2 
scaffold77,575682,576814,-1,gene,CGI_10027985,transcript,EKC42190,Caprin-2 
scaffold77,634413,634898,1,gene,CGI_10027986,transcript,EKC42191,
scaffold77,661837,671903,-1,gene,CGI_10027988,transcript,EKC42192,
scaffold77,673445,674558,1,gene,CGI_10027989,transcript,EKC42193,
scaffold77,674763,677683,1,gene,CGI_10027990,transcript,EKC42194,Putative transcription factor PML 
scaffold77,686159,686611,-1,gene,CGI_10027991,transcript,EKC42195,
scaffold77,737266,763620,-1,gene,CGI_10027992,transcript,EKC42196,
scaffold77,764096,764407,-1,gene,CGI_10027994,transcript,EKC42197,
scaffold77,765181,765543,-1,gene,CGI_10027995,transcript,EKC42198,
scaffold77,765929,766912,-1,gene,CGI_10027996,transcript,EKC42199,Zinc finger protein 59 
scaffold77,769061,778962,-1,gene,CGI_10027997,transcript,EKC42200,Zinc finger and BTB domain-containing protein 24 
scaffold77,786446,795548,1,gene,CGI_10027998,transcript,EKC42201,BEN domain-containing protein 3 
scaffold77,798338,798580,1,gene,CGI_10027999,transcript,EKC42202,Zinc finger and BTB domain-containing protein 46 
scaffold77,802240,802620,1,gene,CGI_10028000,transcript,EKC42203,
scaffold77,803977,804348,1,gene,CGI_10028001,transcript,EKC42204,PR domain zinc finger protein 1 
scaffold77,834569,836822,-1,gene,CGI_10028002,transcript,EKC42205,
scaffold77,838080,841474,-1,gene,CGI_10028003,transcript,EKC42206,
scaffold77,848206,851960,-1,gene,CGI_10028004,transcript,EKC42207,Neuronal acetylcholine receptor subunit alpha-6 
scaffold77,881947,884481,1,gene,CGI_10028005,transcript,EKC42208,Cytochrome P450 3A24 
